Time [s],TX hub @ 115200,RX hub @ 115200
2.371060000,1,0
2.371138000,1,1
2.371146750,1,0
2.371224750,1,1
2.371233500,1,0
2.371311500,1,1
2.371320250,1,0
2.371328750,1,1
2.371337500,1,0
2.371346250,1,1
2.371354750,1,0
2.371398250,1,1
2.371406750,1,0
2.371432750,1,1
2.371441500,1,0
2.371485000,1,1
2.371493500,1,0
2.371571500,1,1
2.371580250,1,0
2.371658250,1,1
2.371667000,1,0
2.371745000,1,1
2.371753750,1,0
2.371831750,1,1
2.371840500,1,0
2.371857750,1,1
2.371866500,1,0
2.371875250,1,1
2.371892500,1,0
2.371918500,1,1
2.372222250,1,0
2.372230750,1,1
2.372239500,1,0
2.372248250,1,1
2.372274250,1,0
2.372291500,1,1
2.372309000,1,0
2.372317500,1,1
2.372326250,1,0
2.372387000,1,1
2.372395500,1,0
2.372473750,1,1
2.372482250,1,0
2.372560250,1,1
2.372569000,1,0
2.372647000,1,1
2.372655750,1,0
2.372733750,1,1
2.372742500,1,0
2.372820500,1,1
2.372829250,1,0
2.372838000,1,1
2.372916000,1,0
2.372924750,1,1
2.372985500,1,0
2.372994000,1,1
2.373002750,1,0
2.373011500,1,1
2.373037500,1,0
2.373063500,1,1
2.373072250,1,0
2.373080750,1,1
2.373089500,1,0
2.373115500,1,1
2.373124250,1,0
2.373141500,1,1
2.373150250,1,0
2.373158750,1,1
2.374269250,1,0
2.374277750,1,1
2.374286500,1,0
2.374295000,1,1
2.374321250,1,0
2.374338500,1,1
2.374355750,1,0
2.374373250,1,1
2.374382000,1,0
2.374434000,1,1
2.374442500,1,0
2.374520500,1,1
2.374529250,1,0
2.374607250,1,1
2.374616000,1,0
2.374694000,1,1
2.374702750,1,0
2.374780750,1,1
2.374789500,1,0
2.374867500,1,1
2.374876250,1,0
2.374954250,1,1
2.374963000,1,0
2.374997750,1,1
2.375006250,1,0
2.375023750,1,1
2.375049750,1,0
2.375067000,1,1
2.375075750,1,0
2.375110500,1,1
2.375119000,1,0
2.375127750,1,1
2.375136500,1,0
2.375153750,1,1
2.375162500,1,0
2.375171000,1,1
2.375179750,1,0
2.375188500,1,1
2.376316000,1,0
2.376324750,1,1
2.376333500,1,0
2.376342000,1,1
2.376368000,1,0
2.376385500,1,1
2.376402750,1,0
2.376411500,1,1
2.376428750,1,0
2.376480750,1,1
2.376489500,1,0
2.376567500,1,1
2.376576250,1,0
2.376654250,1,1
2.376663000,1,0
2.376741000,1,1
2.376749750,1,0
2.376827750,1,1
2.376836500,1,0
2.376914500,1,1
2.376923250,1,0
2.376931750,1,1
2.377010000,1,0
2.377018500,1,1
2.377079250,1,0
2.377088000,1,1
2.377096500,1,0
2.377105250,1,1
2.377131250,1,0
2.377157250,1,1
2.377166000,1,0
2.377174500,1,1
2.377183250,1,0
2.377200750,1,1
2.377218000,1,0
2.377235250,1,1
2.377244000,1,0
2.377252750,1,1
2.378727250,1,0
2.378735750,1,1
2.378744500,1,0
2.378753250,1,1
2.378761750,1,0
2.378770500,1,1
2.378779250,1,0
2.378796500,1,1
2.378814000,1,0
2.378840000,1,1
2.378848500,1,0
2.378892000,1,1
2.378900750,1,0
2.378909250,1,1
2.378918000,1,0
2.378926750,1,1
2.378944000,1,0
2.378961250,1,1
2.378970000,1,0
2.378978750,1,1
2.378987250,1,0
2.378996000,1,1
2.379004750,1,0
2.379022000,1,1
2.379030750,1,0
2.379048000,1,1
2.379056750,1,0
2.379065500,1,1
2.379074000,1,0
2.379091500,1,1
2.379117500,1,0
2.379134750,1,1
2.379143500,1,0
2.379152250,1,1
2.379160750,1,0
2.379239000,1,1
2.379247500,1,0
2.379273500,1,1
2.379282250,1,0
2.379299500,1,1
2.379308250,1,0
2.379325750,1,1
2.380756750,1,0
2.380765500,1,1
2.380774250,1,0
2.380782750,1,1
2.380800250,1,0
2.380826250,1,1
2.380843500,1,0
2.380852250,1,1
2.380861000,1,0
2.380869500,1,1
2.380878250,1,0
2.380921500,1,1
2.380930250,1,0
2.381008250,1,1
2.381017000,1,0
2.381095000,1,1
2.381103750,1,0
2.381112500,1,1
2.381138500,1,0
2.381147000,1,1
2.381173250,1,0
2.381181750,1,1
2.382795000,1,0
2.382803750,1,1
2.382812500,1,0
2.382821000,1,1
2.382829750,1,0
2.382838500,1,1
2.382847000,1,0
2.382864500,1,1
2.382881750,1,0
2.382951250,1,1
2.382968500,1,0
2.382985750,1,1
2.383011750,1,0
2.383046500,1,1
2.383055250,1,0
2.383064000,1,1
2.383072500,1,0
2.383133250,1,1
2.383142000,1,0
2.383150500,1,1
2.383159250,1,0
2.383168000,1,1
2.383176750,1,0
2.383220000,1,1
2.383584250,1,0
2.383662250,1,1
2.383671000,1,0
2.383723000,1,1
2.402160500,1,0
2.402186500,1,1
2.402195250,1,0
2.402212500,1,1
2.402221250,1,0
2.402230000,1,1
2.402247250,1,0
2.402325250,1,1
2.402334000,1,0
2.402342750,1,1
2.402360000,1,0
2.402394750,1,1
2.402403500,1,0
2.402412000,1,1
2.402420750,1,0
2.402429500,1,1
2.402438000,1,0
2.402481500,1,1
2.402490250,1,0
2.402498750,1,1
2.402507500,1,0
2.402533500,1,1
2.402550750,1,0
2.402568250,1,1
2.402576750,1,0
2.402585500,1,1
2.402594250,1,0
2.402602750,1,1
2.402611500,1,0
2.402629000,1,1
2.402637500,1,0
2.402655000,1,1
2.402663500,1,0
2.402672250,1,1
2.402681000,1,0
2.402698250,1,1
2.402707000,1,0
2.402741500,1,1
2.402750250,1,0
2.402759000,1,1
2.402767750,1,0
2.402845750,1,1
2.402854500,1,0
2.402871750,1,1
2.402880500,1,0
2.402906500,1,1
2.402915000,1,0
2.402932500,1,1
2.402941000,1,0
2.403001750,1,1
2.403010500,1,0
2.403019250,1,1
2.403027750,1,0
2.403105750,1,1
2.403114500,1,0
2.403192500,1,1
2.403591500,1,0
2.403600250,1,1
2.403608750,1,0
2.403617500,1,1
2.403626250,1,0
2.403669500,1,1
2.403678250,1,0
2.403704250,1,1
2.403713000,1,0
2.403756250,1,1
2.403765000,1,0
2.403843000,1,1
2.403851750,1,0
2.403929750,1,1
2.403938500,1,0
2.404016500,1,1
2.404025250,1,0
2.404103250,1,1
2.404111750,1,0
2.404120500,1,1
2.404129250,1,0
2.404137750,1,1
2.404181250,1,0
2.404190000,1,1
2.404198500,1,0
2.404224500,1,1
2.404250750,1,0
2.404268000,1,1
2.404285250,1,0
2.404294000,1,1
2.404302750,1,0
2.404363250,1,1
2.404372000,1,0
2.404450000,1,1
2.404458750,1,0
2.404536750,1,1
2.404545500,1,0
2.404623500,1,1
2.404632250,1,0
2.404710250,1,1
2.404719000,1,0
2.404797000,1,1
2.404805750,1,0
2.404883750,1,1
2.404892500,1,0
2.404901000,1,1
2.404909750,1,0
2.404944500,1,1
2.404961750,1,0
2.404970500,1,1
2.404979000,1,0
2.404987750,1,1
2.404996500,1,0
2.405005000,1,1
2.405013750,1,0
2.405039750,1,1
2.405048500,1,0
2.405057250,1,1
2.405065750,1,0
2.405083250,1,1
2.405100500,1,0
2.405126500,1,1
2.405135250,1,0
2.405143750,1,1
2.406167250,1,0
2.406193250,1,1
2.406219250,1,0
2.406236750,1,1
2.406254000,1,0
2.406271250,1,1
2.406280000,1,0
2.406332000,1,1
2.406340750,1,0
2.406418750,1,1
2.406427500,1,0
2.406505500,1,1
2.406514250,1,0
2.406592250,1,1
2.406601000,1,0
2.406679000,1,1
2.406687500,1,0
2.406765750,1,1
2.406774250,1,0
2.406852250,1,1
2.406861000,1,0
2.406895750,1,1
2.406904500,1,0
2.406921750,1,1
2.406947750,1,0
2.406965000,1,1
2.406973750,1,0
2.407008500,1,1
2.407017250,1,0
2.407025750,1,1
2.407034500,1,0
2.407043250,1,1
2.407060500,1,0
2.407069250,1,1
2.407077750,1,0
2.407086500,1,1
2.408647750,1,0
2.408673750,1,1
2.408699750,1,0
2.408717000,1,1
2.408734500,1,0
2.408743000,1,1
2.408760500,1,0
2.408812500,1,1
2.408821250,1,0
2.408899250,1,1
2.408907750,1,0
2.408986000,1,1
2.408994500,1,0
2.409072750,1,1
2.409081250,1,0
